pl_name,hostname,pl_rade,ra
Kepler-1419 b,Kepler-1419,2.86,292.2545917
Kepler-142 b,Kepler-142,1.99,295.1190067
Kepler-143 c,Kepler-143,3.37,298.0676519
Kepler-1433 b,Kepler-1433,1.56,287.3634559
Kepler-1437 b,Kepler-1437,1.37,291.8649164
Kepler-1443 b,Kepler-1443,0.97,283.4357392
Kepler-145 b,Kepler-145,2.65,291.3877397
Kepler-1453 b,Kepler-1453,2.67,286.1255037
Kepler-146 b,Kepler-146,3.71,294.1107631
Kepler-1460 b,Kepler-1460,1.96,285.5577888
Kepler-148 d,Kepler-148,8.68,289.7861626
Kepler-1485 b,Kepler-1485,1.47,298.0954404
Kepler-1513 c,Kepler-1513,11.0,289.7917561
Kepler-152 b,Kepler-152,2.79,286.8653826
Kepler-1520 b,Kepler-1520,5.77,290.9662102
Kepler-1521 b,Kepler-1521,2.5,292.6903779
Kepler-1524 b,Kepler-1524,3.54,293.8853557
Kepler-1528 b,Kepler-1528,1.46,287.4029864
Kepler-1533 b,Kepler-1533,3.46,295.9755645
Kepler-1535 b,Kepler-1535,2.55,286.613685
Kepler-154 c,Kepler-154,2.95,289.7805393
Kepler-1542 d,Kepler-1542,0.87,285.7284757
Kepler-1550 b,Kepler-1550,3.02,287.7646113
Kepler-1569 b,Kepler-1569,1.68,292.2046748
Kepler-1573 b,Kepler-1573,1.2,292.9883129
Kepler-1577 b,Kepler-1577,1.13,292.9552704
Kepler-1578 b,Kepler-1578,1.04,288.3021104
Kepler-1579 b,Kepler-1579,0.84,293.288022
Kepler-158 c,Kepler-158,1.9,284.0323723
Kepler-1585 b,Kepler-1585,1.79,296.1589897
Kepler-1589 b,Kepler-1589,1.09,294.4418236
Kepler-1593 b,Kepler-1593,3.17,300.4882018
Kepler-1594 b,Kepler-1594,1.06,293.6230451
Kepler-1596 b,Kepler-1596,1.9,285.5575066
Kepler-160 b,Kepler-160,1.715,287.773573
Kepler-160 c,Kepler-160,3.76,287.773573
Kepler-1602 b,Kepler-1602,1.34,293.5808607
Kepler-161 b,Kepler-161,2.12,290.5164698
Kepler-1635 b,Kepler-1635,3.64,285.3490542
Kepler-1640 b,Kepler-1640,4.82,294.5577857
Kepler-1641 b,Kepler-1641,3.11,296.359456
Kepler-1646 b,Kepler-1646,1.23,287.5264859
Kepler-1650 b,Kepler-1650,0.96,297.7292296
Kepler-1653 b,Kepler-1653,2.17,296.457702
Kepler-1655 b,Kepler-1655,2.213,286.6895986
Kepler-1666 c,Kepler-1666,3.23564749,297.9516071
Kepler-1669 c,Kepler-1669,1.90120972,297.4303826
Kepler-167 c,Kepler-167,1.674,292.6585253
Kepler-1675 b,Kepler-1675,3.12483349,283.8095478
Kepler-1676 b,Kepler-1676,3.3769596,287.2368778
Kepler-1687 b,Kepler-1687,1.65623882,289.7428363
Kepler-169 c,Kepler-169,1.21,285.9999204
Kepler-170 b,Kepler-170,3.2,284.5211975
Kepler-1708 b,Kepler-1708,9.96,296.8241065
Kepler-1712 b,Kepler-1712,2.28372556,284.998698
Kepler-1713 b,Kepler-1713,1.71673535,287.3456737
Kepler-1714 b,Kepler-1714,3.26437302,293.7164655
Kepler-1716 b,Kepler-1716,2.4247685,297.2717207
Kepler-1717 b,Kepler-1717,2.98929758,295.2126472
Kepler-172 b,Kepler-172,2.35,283.3684093
Kepler-1740 b,Kepler-1740,3.32321414,293.873663
Kepler-1744 b,Kepler-1744,3.76754004,291.0206823
Kepler-1745 b,Kepler-1745,1.92872921,293.4689924
Kepler-1755 b,Kepler-1755,5.91688317,296.846092
Kepler-1764 b,Kepler-1764,4.55527871,293.8799047
Kepler-1770 b,Kepler-1770,2.84141754,299.2502851
Kepler-1794 b,Kepler-1794,1.79426276,300.6196594
Kepler-180 b,Kepler-180,1.5,295.5712566
Kepler-1801 c,Kepler-1801,2.91,295.1640095
Kepler-181 b,Kepler-181,1.27,296.1512831
Kepler-1818 b,Kepler-1818,1.71360684,284.3284866
Kepler-1819 b,Kepler-1819,3.90351256,296.5600307
Kepler-1825 b,Kepler-1825,1.42200732,292.5140647
Kepler-1831 b,Kepler-1831,1.97019818,295.3024604
Kepler-1836 b,Kepler-1836,2.55303229,292.3150933
Kepler-1842 b,Kepler-1842,2.35388681,286.2516039
Kepler-1846 b,Kepler-1846,1.76378826,294.3909489
Kepler-1847 b,Kepler-1847,2.74516914,296.6014013
Kepler-1849 b,Kepler-1849,2.38685349,285.29193
Kepler-1859 b,Kepler-1859,1.58313575,293.9886751
Kepler-1869 c,Kepler-1869,0.74,292.6149958
Kepler-1871 b,Kepler-1871,2.42172881,292.4275044
Kepler-188 c,Kepler-188,3.19,281.2797173
Kepler-1884 b,Kepler-1884,1.81406781,296.7463986
Kepler-1887 b,Kepler-1887,2.92454357,288.9555263
Kepler-1891 b,Kepler-1891,1.52139156,290.0438524
Kepler-1898 b,Kepler-1898,0.93353523,287.2058009
Kepler-19 c,Kepler-19,3.68,290.4209694
Kepler-1903 b,Kepler-1903,2.28642395,290.8882981
Kepler-1905 b,Kepler-1905,1.4460734,292.5733475
Kepler-1907 b,Kepler-1907,0.86973029,280.7085829
Kepler-191 b,Kepler-191,1.34,291.1833211
Kepler-1921 c,Kepler-1921,1.41,300.3161723
Kepler-1929 b,Kepler-1929,3.07250761,299.5833362
Kepler-1932 b,Kepler-1932,1.51482218,285.3314903
Kepler-1938 b,Kepler-1938,1.82828927,299.351892
Kepler-1942 b,Kepler-1942,2.1170287,294.9805416
Kepler-1947 b,Kepler-1947,1.0101666,296.1040313
Kepler-195 b,Kepler-195,2.03,288.1209339
Kepler-1951 b,Kepler-1951,2.32107188,290.4999139
Kepler-1976 b,Kepler-1976,12.21,292.16706
Kepler-1980 b,Kepler-1980,2.21,295.1672065
Kepler-1998 b,Kepler-1998,0.6,283.4291536
Kepler-201 c,Kepler-201,2.85,293.626059
Kepler-207 c,Kepler-207,1.5,290.0305195
Kepler-210 b,Kepler-210,2.94,292.5034196
Kepler-213 b,Kepler-213,1.62,290.8241931
Kepler-215 b,Kepler-215,1.62,294.9735313
Kepler-216 b,Kepler-216,2.35,293.7280695
Kepler-216 c,Kepler-216,3.04,293.7280695
Kepler-220 c,Kepler-220,1.57,291.5060432
Kepler-221 b,Kepler-221,1.71,296.6547477
Kepler-221 d,Kepler-221,2.73,296.6547477
Kepler-222 b,Kepler-222,3.16,287.9060885
Kepler-224 c,Kepler-224,3.12,290.9342679
Kepler-224 e,Kepler-224,1.97,290.9342679
Kepler-225 b,Kepler-225,1.2,292.1939846
Kepler-228 b,Kepler-228,1.53,296.2860853
Kepler-231 c,Kepler-231,1.93,293.9733913
Kepler-238 d,Kepler-238,3.07,287.8971066
Kepler-24 e,Kepler-24,2.78,290.4132621
Kepler-241 c,Kepler-241,2.57,292.9131121
Kepler-246 b,Kepler-246,2.34,296.4834007
Kepler-250 b,Kepler-250,1.13,289.5947633
Kepler-251 d,Kepler-251,2.77,296.5662171
Kepler-251 e,Kepler-251,2.77,296.5662171
Kepler-256 c,Kepler-256,2.15,292.58042
Kepler-258 b,Kepler-258,4.06,294.0684116
Kepler-258 c,Kepler-258,3.61,294.0684116
Kepler-26 c,Kepler-26,2.72,284.9410627
Kepler-26 e,Kepler-26,2.41,284.9410627
Kepler-264 b,Kepler-264,3.33,292.044628
Kepler-267 d,Kepler-267,2.27,299.8305655
Kepler-269 b,Kepler-269,2.47,290.2151459
Kepler-270 b,Kepler-270,2.01,282.2001207
Kepler-273 c,Kepler-273,1.98,291.3021458
Kepler-280 c,Kepler-280,2.01,291.3905325
Kepler-281 c,Kepler-281,5.31,294.1081465
Kepler-282 e,Kepler-282,3.1,284.6772402
Kepler-285 b,Kepler-285,1.34,291.3908469
Kepler-292 b,Kepler-292,1.32,295.7661979
Kepler-292 f,Kepler-292,2.35,295.7661979
Kepler-293 c,Kepler-293,3.83,286.3580611
Kepler-298 b,Kepler-298,1.96,283.0398448
Kepler-30 b,Kepler-30,3.9,285.2836483
Kepler-300 c,Kepler-300,2.25,295.2886934
Kepler-304 b,Kepler-304,2.86,294.4418031
Kepler-305 d,Kepler-305,2.76,299.2242557
Kepler-314 b,Kepler-314,0.83,294.6741507
Kepler-319 d,Kepler-319,2.29,288.8119782
Kepler-32 d,Kepler-32,2.7,297.8423073
Kepler-325 d,Kepler-325,2.79,289.8354219
Kepler-328 b,Kepler-328,2.3,295.8092756
Kepler-33 b,Kepler-33,1.74,289.0775348
Kepler-331 b,Kepler-331,1.82,291.8343455
Kepler-334 b,Kepler-334,1.12,287.1406177
Kepler-339 c,Kepler-339,1.15,293.351701
Kepler-340 b,Kepler-340,2.53,295.933471
Kepler-346 c,Kepler-346,3.07,288.0119248
Kepler-351 c,Kepler-351,3.19,286.4527949
Kepler-353 b,Kepler-353,0.89,296.8565596
Kepler-354 d,Kepler-354,1.24,285.7515347
Kepler-358 b,Kepler-358,2.72,293.2302333
Kepler-360 b,Kepler-360,1.65,286.2847077
Kepler-361 c,Kepler-361,2.52,296.8034146
Kepler-364 b,Kepler-364,1.55,281.5699998
Kepler-367 c,Kepler-367,1.2,297.292558
Kepler-371 b,Kepler-371,1.89,292.3264835
Kepler-371 c,Kepler-371,1.78,292.3264835
Kepler-379 c,Kepler-379,2.29,295.7010981
Kepler-384 b,Kepler-384,1.12,286.0261113
Kepler-390 b,Kepler-390,0.82,291.6288086
Kepler-394 d,Kepler-394,1.50066814,296.3019792
Kepler-395 b,Kepler-395,1.03,293.5111889
Kepler-397 b,Kepler-397,2.46,295.8940373
Kepler-399 d,Kepler-399,1.89,299.5017242
Kepler-40 b,Kepler-40,13.11,296.8136883
Kepler-401 b,Kepler-401,1.71,290.0827494
Kepler-401 c,Kepler-401,2.15,290.0827494
Kepler-407 b,Kepler-407,1.19,286.0363025
Kepler-431 d,Kepler-431,1.11,281.1123072
Kepler-444 e,Kepler-444,0.546,289.7528323
Kepler-453 b,Kepler-453,6.204,283.2413322
Kepler-462 b,Kepler-462,3.0,299.8211502
Kepler-474 b,Kepler-474,3.06,292.3215174
Kepler-476 b,Kepler-476,3.08,295.1637592
Kepler-478 b,Kepler-478,2.71,292.4870063
Kepler-479 b,Kepler-479,2.12,291.0218899
Kepler-482 b,Kepler-482,2.36,296.8229326
Kepler-490 b,Kepler-490,11.65,295.025662
Kepler-491 b,Kepler-491,8.92,287.1305782
Kepler-498 b,Kepler-498,3.03,290.3581592
Kepler-507 b,Kepler-507,1.3,297.0188074
Kepler-509 b,Kepler-509,2.49,289.664394
Kepler-51 b,Kepler-51,7.1,296.4797624
Kepler-512 b,Kepler-512,2.69,298.2689217
Kepler-516 b,Kepler-516,5.74,295.6087625
Kepler-517 b,Kepler-517,2.67,293.6755138
Kepler-519 b,Kepler-519,2.1,299.3196708
Kepler-52 c,Kepler-52,1.84,286.7380152
Kepler-520 c,Kepler-520,1.07,293.1802903
Kepler-521 b,Kepler-521,3.18,298.8163801
Kepler-529 c,Kepler-529,2.0,285.8884067
Kepler-542 b,Kepler-542,1.57,292.2149697
Kepler-544 b,Kepler-544,2.12,294.0290734
Kepler-556 b,Kepler-556,2.24,290.5294799
Kepler-56 b,Kepler-56,6.51,293.7583002
Kepler-560 b,Kepler-560,1.72,300.2066441
Kepler-570 b,Kepler-570,2.45,290.4376111
Kepler-571 b,Kepler-571,2.64,286.5510448
Kepler-58 d,Kepler-58,2.94,296.3586251
Kepler-584 b,Kepler-584,4.21,288.230615
Kepler-595 b,Kepler-595,3.708,294.5703593
Kepler-599 b,Kepler-599,2.84,285.9115968
Kepler-603 b,Kepler-603,2.65,294.2809679
Kepler-605 c,Kepler-605,0.86,287.2954015
Kepler-607 c,Kepler-607,2.76001201,291.0571451
Kepler-610 b,Kepler-610,4.19,293.1713241
Kepler-612 b,Kepler-612,2.84,291.3546278
Kepler-618 b,Kepler-618,2.6,286.2498525
Kepler-625 b,Kepler-625,1.99,292.1504723
Kepler-634 b,Kepler-634,1.89,291.19509
Kepler-636 b,Kepler-636,4.45,293.5920614
Kepler-637 b,Kepler-637,4.75,292.4172566
Kepler-645 b,Kepler-645,2.1,290.3227098
Kepler-647 c,Kepler-647,4.00135002,284.7882977
Kepler-648 b,Kepler-648,3.22,283.8996207
Kepler-65 b,Kepler-65,1.42,288.6887221
Kepler-652 b,Kepler-652,2.49,288.0080899
Kepler-671 b,Kepler-671,2.69,294.2657519
Kepler-674 b,Kepler-674,1.69,285.1761864
Kepler-68 e,Kepler-68,11.2,291.0323102
Kepler-688 b,Kepler-688,9.76,294.6552312
Kepler-698 b,Kepler-698,3.68,288.5099994
Kepler-701 b,Kepler-701,2.84,288.99418
Kepler-703 b,Kepler-703,8.2,299.1868586
Kepler-722 c,Kepler-722,2.82,290.2632874
Kepler-723 b,Kepler-723,12.19,284.8304434
Kepler-724 b,Kepler-724,3.29,293.4548441
Kepler-725 b,Kepler-725,10.8,283.9774949
Kepler-727 b,Kepler-727,2.53,294.8469333
Kepler-736 b,Kepler-736,2.93,285.3913092
Kepler-738 b,Kepler-738,2.5,287.5696516
Kepler-740 b,Kepler-740,4.57,286.4822566
Kepler-742 b,Kepler-742,3.24,283.8659676
Kepler-75 b,Kepler-75,11.77,291.1376203
Kepler-753 b,Kepler-753,1.91,291.9032411
Kepler-756 b,Kepler-756,1.12,290.6079736
Kepler-758 d,Kepler-758,2.12,293.0846115
Kepler-760 c,Kepler-760,1.48,287.5931997
Kepler-763 b,Kepler-763,1.22,292.1445534
Kepler-775 b,Kepler-775,1.19,291.4332781
Kepler-776 b,Kepler-776,1.28,287.2726117
Kepler-782 b,Kepler-782,3.21,288.868246
Kepler-786 b,Kepler-786,2.43,293.7439223
Kepler-792 b,Kepler-792,1.96,292.0068239
Kepler-799 c,Kepler-799,2.78068551,287.1748966
Kepler-80 c,Kepler-80,2.74,296.1125759
Kepler-804 c,Kepler-804,1.14,293.3722109
Kepler-806 b,Kepler-806,1.14,296.0071956
Kepler-81 b,Kepler-81,2.42,293.6369437
Kepler-811 b,Kepler-811,2.7,285.4241593
Kepler-82 c,Kepler-82,5.34,292.8733696
Kepler-825 b,Kepler-825,1.53,294.769825
Kepler-836 b,Kepler-836,2.73,287.4527659
Kepler-838 b,Kepler-838,2.73,285.4354695
Kepler-843 b,Kepler-843,2.59,296.3219786
Kepler-858 b,Kepler-858,4.87,288.8488552
Kepler-860 b,Kepler-860,3.24,295.5772681
Kepler-877 b,Kepler-877,2.12,289.8591023
Kepler-878 b,Kepler-878,1.93,285.2962562
Kepler-896 c,Kepler-896,3.15,282.4391402
Kepler-898 b,Kepler-898,1.49,286.5854116
Kepler-9 c,Kepler-9,8.08,285.5739904
Kepler-901 b,Kepler-901,1.37,291.1528056
Kepler-903 b,Kepler-903,2.01,288.7710137
Kepler-907 b,Kepler-907,1.2,285.4764959
Kepler-910 b,Kepler-910,0.82,296.0472937
Kepler-920 b,Kepler-920,2.42,284.2969363
Kepler-920 c,Kepler-920,3.8,284.2969363
Kepler-921 b,Kepler-921,2.87,284.6162253
Kepler-923 b,Kepler-923,1.38,294.1710831
Kepler-929 b,Kepler-929,1.11,298.4811022
Kepler-930 b,Kepler-930,2.13,298.3144494
Kepler-953 c,Kepler-953,1.19,288.9716297
Kepler-955 b,Kepler-955,3.13,288.4714969
Kepler-961 b,Kepler-961,2.55,282.0354942
Kepler-975 c,Kepler-975,10.69,290.54851
Kepler-992 b,Kepler-992,1.62,284.4304085
L 98-59 b,L 98-59,0.837,124.5328604
LHS 1678 b,LHS 1678,0.685,68.1789866
LHS 1815 b,LHS 1815,1.088,91.0899861
LkCa 15 c,LkCa 15,,69.8241791
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1.63,272.015825
MOA-2016-BLG-526L b,MOA-2016-BLG-526L,3.97,266.6682917
MOA-2022-BLG-033L b,MOA-2022-BLG-033L,3.52,272.8756667
MOA-bin-1L b,MOA-bin-1L,13.0,261.7925
MWC 758 c,MWC 758,,82.6147199
NGTS-1 b,NGTS-1,14.90797,82.7142134
NGTS-12 b,NGTS-12,11.747032,176.2499418
NGTS-24 b,NGTS-24,13.60770257,168.5638892
NGTS-30 b,NGTS-30,10.40193409,173.714867
NGTS-33 b,NGTS-33,18.38272835,107.8333348
NSVS 14256825 b,NSVS 14256825,12.3,305.001946
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,13.0,267.540708
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,14.3,269.65925
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,4.72,269.108167
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,8.74,267.540708
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,8.39,273.003083
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,14.1,268.126556
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,12.9,270.30375
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1.62,267.970612
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,13.1,263.96425
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,12.4,269.154875
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,14.0,270.319366
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,4.18,267.6298333
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1.82,268.751125
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,12.9,272.1769583
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,13.9,270.02925
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,12.7,266.6794583
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,14.2,264.0267083
OGLE-TR-113 b,OGLE-TR-113,12.251,163.1010355
Oph 11 b,Oph 11,12.3,245.604961
POTS-1 b,POTS-1,10.548,203.6087259
PZ Tel b,PZ Tel,11.9,283.2745823
Proxima Cen d,Proxima Cen,0.692,217.3934657
Qatar-10 b,Qatar-10,17.295487,284.4439052
RR Cae b,RR Cae,13.0,65.2733756
SWEEPS-11 b,SWEEPS-11,12.666,269.7583333
TAP 26 b,TAP 26,13.5,64.715445
TIC 172900988 b,TIC 172900988 Aa,11.25,128.6616644
TIC 434398831 c,TIC 434398831,5.63,93.9592639
TIC 88785435 b,TIC 88785435,5.03,224.2838576
TOI-1117 c,TOI-1117,2.91,273.6020606
TOI-1136 f,TOI-1136,3.73591482,192.1848981
TOI-1184 b,TOI-1184,2.39,272.2045196
TOI-1203 c,TOI-1203,2.2,168.2267358
TOI-1230.01,TOI-1230,3.23968384,118.1295936
TOI-1249 b,TOI-1249,3.2710301,200.5615762
TOI-1294 c,TOI-1294,14.3,223.0926408
TOI-1298 b,TOI-1298,9.65807033,241.3229012
TOI-1301.01,TOI-1301,2.477,275.8625432
TOI-132 b,TOI-132,3.42,338.3996623
TOI-1408 c,TOI-1408,2.22,313.5110469
TOI-1438 c,TOI-1438,2.75,280.9237844
TOI-1443 b,TOI-1443,2.30381001,297.398678
TOI-1470 b,TOI-1470,2.18,10.0891431
TOI-1648 b,TOI-1648,2.54,45.4011794
TOI-1693 b,TOI-1693,1.41,90.3083455
TOI-1774.01,TOI-1774,2.78,148.1619305
TOI-178 c,TOI-178,1.754,7.3020115
TOI-1803 c,TOI-1803,4.29,178.0461054
TOI-1836 c,TOI-1836,2.59987579,245.9079242
TOI-201 b,TOI-201,11.82547464,87.4017825
TOI-2081 b,TOI-2081,2.04,264.3022634
TOI-2093 c,TOI-2093,2.3,302.7375229
TOI-2120 b,TOI-2120,2.122,23.507315
TOI-2134 c,TOI-2134,7.27,271.9355015
TOI-2141 b,TOI-2141,3.147,258.7623456
TOI-220 b,TOI-220,3.03,91.7996988
TOI-2236 b,TOI-2236,14.36991326,20.1660113
TOI-2373 b,TOI-2373,10.42435205,61.6862197
TOI-2379 b,TOI-2379,11.72459381,358.0920465
TOI-2458 b,TOI-2458,2.83,79.621529
TOI-2524 b,TOI-2524,11.2089807,160.8868435
TOI-2580 b,TOI-2580,17.37392009,62.1992072
TOI-2583 A b,TOI-2583 A,14.4595851,272.2670293
TOI-2587 A b,TOI-2587 A,12.07207221,115.9317105
TOI-270 b,TOI-270,1.28,68.4160804
TOI-2876 b,TOI-2876,9.6397234,110.2473528
TOI-3135 b,TOI-3135,13.65253849,207.8592276
TOI-3160 A b,TOI-3160 A,13.7646283,224.5658555
TOI-3288 b,TOI-3288,11.2089807,297.1103158
TOI-3321 b,TOI-3321,15.55806521,265.7603351
TOI-3593 b,TOI-3593,11.02963701,331.506364
TOI-3884 b,TOI-3884,6.43,181.5718341
TOI-4214 b,TOI-4214,10.68215861,110.2495104
TOI-4342 c,TOI-4342,2.415,324.3894196
TOI-4504 d,TOI-4504,13.6,114.4673065
TOI-451 d,TOI-451,4.07,62.966385
TOI-4562 b,TOI-4562,12.53,112.0100593
TOI-4602.01,TOI-4602,2.550449,60.6003316
TOI-4794 b,TOI-4794,14.35870428,110.4835517
TOI-5005 b,TOI-5005,6.25,238.108194
TOI-5027 b,TOI-5027,10.76062147,243.8850212
TOI-5218 b,TOI-5218,9.86,292.6634642
TOI-5232 b,TOI-5232,12.778238,294.3374248
TOI-5293 A b,TOI-5293 A,11.9,355.828682
TOI-5301 b,TOI-5301,13.09208946,12.9908008
TOI-5319 b,TOI-5319,2.83,35.2135563
TOI-5322 b,TOI-5322,16.6117094,6.5293373
TOI-559 b,TOI-559,12.22899794,46.8186159
TOI-561 c,TOI-561,2.865,148.1851516
TOI-561 d,TOI-561,2.615,148.1851516
TOI-5678 b,TOI-5678,4.91,47.3841872
TOI-5713 b,TOI-5713,1.77,208.4587323
TOI-5720 b,TOI-5720,1.09,170.3135774
TOI-5789 b,TOI-5789,1.26,302.7734475
TOI-5817 b,TOI-5817,3.08,322.3777987
TOI-5882 b,TOI-5882,11.46678726,311.8886385
TOI-6041 b,TOI-6041,4.55,46.0610334
TOI-6109 b,TOI-6109,4.8704,50.1319206
TOI-615 b,TOI-615,18.97680433,133.4086892
TOI-622 b,TOI-622,9.2362001,125.3050544
TOI-654.01,TOI-654,2.378,164.7245509
TOI-6628 b,TOI-6628,10.98480109,225.8370504
TOI-663 c,TOI-663,2.26,160.0658525
TOI-663 d,TOI-663,1.92,160.0658525
TOI-6651 b,TOI-6651,5.09,15.7885904
TOI-6692 b,TOI-6692,11.67975789,312.6940436
TOI-6695 c,TOI-6695,13.6,129.5720221
TOI-733 b,TOI-733,1.992,159.4093183
TOI-824 b,TOI-824,2.926,222.1654705
TOI-880 c,TOI-880,4.95,94.1644734
TOI-942 b,TOI-942,3.89,76.6496172
TRAPPIST-1 h,TRAPPIST-1,0.755,346.6263919
WASP-105 b,WASP-105,10.76064,24.1678686
WASP-107 b,WASP-107,10.53646,188.3864277
WASP-116 b,WASP-116,13.67495645,35.2157609
WASP-119 b,WASP-119,15.6926,55.9336392
WASP-145 A b,WASP-145 A,10.0881,322.2537644
WASP-148 b,WASP-148,8.47398941,254.1305022
WASP-153 b,WASP-153,17.37395,279.2624729
WASP-157 b,WASP-157,11.19,201.6551525
WASP-158 b,WASP-158,11.99363,4.1463468
WASP-163 b,WASP-163,13.473218,256.5375549
WASP-169 b,WASP-169,14.616536,127.3872297
WASP-170 b,WASP-170,12.285064,135.4163028
WASP-174 b,WASP-174,16.10730527,195.7940145
WASP-18 b,WASP-18,13.89913607,24.3544618
WASP-28 b,WASP-28,13.66374747,353.6162694
WASP-32 b,WASP-32,10.76064,3.9617073
WASP-43 b,WASP-43,10.424,154.9081869
WASP-53 b,WASP-53,12.038466,31.9091639
WASP-60 b,WASP-60,9.86392,356.6667136
WASP-68 b,WASP-68,14.79588,305.0957239
WASP-75 b,WASP-75,14.235,342.3858995
WASP-8 c,WASP-8,12.5,359.9008737
WASP-84 b,WASP-84,10.72,131.1069959
WASP-90 b,WASP-90,18.27067,315.5319489
WASP-94 A b,WASP-94 A,17.71022,313.7832393
WASP-95 b,WASP-95,13.78707,337.4578243
WASP-96 b,WASP-96,13.45,1.0465696
WD 1856+534 b,WD 1856+534,10.4,284.415675
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,12.6,54.0210417
WISPIT 1 c,WISPIT 1,12.8,117.798555
Wolf 503 b,Wolf 503,2.043,206.8461979
YZ Cet d,YZ Cet,1.03,18.1330792
bet Cnc b,bet Cnc,12.6,124.1286379
gam Psc b,gam Psc,13.6,349.2946794
iot Dra b,iot Dra,12.4,231.2323227
nu Oct A b,nu Oct A,13.3,325.3702792
tau Gem b,tau Gem,12.1,107.7847232
ups Leo b,ups Leo,14.2,174.2372188
14 Her b,14 Her,12.6,242.6021014
1RXS J160929.1-210524 b,1RXS J160929.1-210524,18.647,242.3762343
24 Boo b,24 Boo,13.9,217.1555242
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,12.3,15.8992489
2MASS J03590986+2009361 b,2MASS J03590986+2009361,12.2,59.7911026
2MASS J04414489+2301513 b,2MASS J04414489+2301513,12.6,70.4371079
2MASS J11011926-7732383 b,2MASS J11011926-7732383,11.9,165.3295388
2MASS J12073346-3932539 b,2MASS J12073346-3932539,12.9,181.8890906
55 Cnc B b,55 Cnc B,1.69,133.167908
55 Cnc B c,55 Cnc B,2.16,133.167908
55 Cnc e,55 Cnc,1.875,133.1468373
AT2021ueyL b,AT2021ueyL,13.6,324.5450417
BD+14 4559 b,BD+14 4559,13.8,318.4010002
BD+20 594 b,BD+20 594,2.57807,53.6511231
BD+48 740 b,BD+48 740,13.5,40.7425426
BD-06 1339 c,BD-06 1339,8.38,88.2511811
CoRoT-12 b,CoRoT-12,16.14,100.7656871
CoRoT-18 b,CoRoT-18,14.68,98.1724172
CoRoT-20 b,CoRoT-20,9.41556,97.7204249
CoRoT-20 c,CoRoT-20,12.2,97.7204249
CoRoT-24 b,CoRoT-24,3.7,101.922543
CoRoT-6 b,CoRoT-6,13.068,281.0725563
DP Leo b,DP Leo,12.7,169.3162193
EPIC 201754305 d,K2-16,1.03,175.0972238
EPIC 201757695.02,EPIC 201757695,0.90819,173.9385102
EPIC 201833600 c,K2-50,1.0,169.483654
EPIC 206042996 b,EPIC 206042996,1.7,337.5136198
EPIC 206215704 b,EPIC 206215704,1.0,335.0949721
EPIC 206317286 c,EPIC 206317286,2.094,337.6178427
EPIC 212737443 c,EPIC 212737443,2.69,204.2215065
EPIC 228836835 b,EPIC 228836835,1.1,189.5748998
G 261-6 b,G 261-6,1.1,291.07432
GJ 15 A c,GJ 15 A,6.67,4.6126677
GJ 163 b,GJ 163,3.25,62.3228353
GJ 3090 b,GJ 3090,2.18,20.4384281
GJ 3090 c,GJ 3090,3.14,20.4384281
GJ 3323 c,GJ 3323,1.32,75.4868824
GJ 3512 b,GJ 3512,14.3,130.3316616
GJ 3512 c,GJ 3512,14.3,130.3316616
GJ 3779 b,GJ 3779,2.75,200.7335358
GJ 414 A b,GJ 414 A,2.63,167.7745044
GJ 463 b,GJ 463,13.1,185.7440496
GJ 680 b,GJ 680,12.0,263.8072214
GJ 687 c,GJ 687,4.14,264.1041731
GJ 876 c,GJ 876,14.0,343.3239737
GJ 9827 b,GJ 9827,1.44,351.7717763
Gaia-2 b,Gaia-2,14.81827249,110.7353308
HAT-P-11 c,HAT-P-11,13.2,297.7101763
HAT-P-24 b,HAT-P-24,14.5717,108.8251171
HAT-P-26 b,HAT-P-26,7.06167,213.1565508
HAT-P-29 b,HAT-P-29,13.11453,33.1310921
HAT-P-3 b,HAT-P-3,10.53646,206.0940142
HAT-P-35 b,HAT-P-35,14.930388,123.250703
HAT-P-68 b,HAT-P-68,12.016048,118.4831501
HAT-P-7 b,HAT-P-7,16.92559,292.24719
HAT-P-70 b,HAT-P-70,20.96083,74.5523332
HATS-49 b,HATS-49,8.574885,6.6135927
